,Unnamed: 0,RTA_CODE,STATE,RTA_LOC_NAME,LOC_LONG_DESC,PV,TW,A1,A2,A3,A4,C1_a,C1_b,C2,C3,C4,FMV,ADDON1,ADDON2,ADDON3,ADDON4,ADDON5,ADDON6,ADDON7,ADDON8,ADDON9,MARKET_VALUE,C5,A5,A6
309,309,HP61,HIMACHAL PRADESH,Kullu,KULLU,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
310,310,HP62,HIMACHAL PRADESH,DodraKwar,DodraKwar,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
311,311,HP63,HIMACHAL PRADESH,SHIMLA,SHIMLA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
312,312,HP64,HIMACHAL PRADESH,SOLAN,SOLAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
313,313,HP65,HIMACHAL PRADESH,MANDI,MANDI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
314,314,HP66,HIMACHAL PRADESH,KULLU,KULLU,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
315,315,HP67,HIMACHAL PRADESH,Hamirpur,HAMIRPUR,B,B,C,C,C,C,C,B,C,C,B,C,,,,,,,,,,,B,C,C
316,316,HP68,HIMACHAL PRADESH,Bangana,BANGANA,B,B,C,C,C,C,C,B,C,C,B,C,,,,,,,,,,,B,C,C
317,317,HP69,HIMACHAL PRADESH,BILASPUR,BILASPUR,B,B,C,C,C,C,C,B,C,C,B,C,,,,,,,,,,,B,C,C
318,318,HP71,HIMACHAL PRADESH,NAHAN,NAHAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
319,319,HP72,HIMACHAL PRADESH,UNA,UNA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
320,320,HP73,HIMACHAL PRADESH,CHAMBA,CHAMBA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
321,321,HP74,HIMACHAL PRADESH,NADAUN / HAMIRPUR,BHORANJ,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
322,322,HP76,HIMACHAL PRADESH,MANDI,MANDI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
323,323,HP77,HIMACHAL PRADESH,Dodrakawar,DODRAKAWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
324,324,HP78,HIMACHAL PRADESH,"Bangana, Una","BANGANA, UNA",B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
325,325,HP79,HIMACHAL PRADESH,SANGRAH,SANGRAH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
326,326,HP80,HIMACHAL PRADESH,"Haroli, Una","HAROLI, UNA",B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
327,327,HP81,HIMACHAL PRADESH,Salooni,SALOONI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
328,328,HP82,HIMACHAL PRADESH,Mandi,MANDI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
329,329,HP83,HIMACHAL PRADESH,"Jawalaji, Kangra","JAWALAJI, KANGRA",B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
330,330,HP84,HIMACHAL PRADESH,"Sujanpur Tihra, Hamirpur","SUJANPUR TIHRA, HAMIRPUR",B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
331,331,HP85,HIMACHAL PRADESH,Shillai,SHILLAI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
332,332,HP86,HIMACHAL PRADESH,"Sarkaghat,Dharmpur","SARKAGHAT,DHARMPUR",B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
333,333,HR01,HARYANA,Ambala,AMBALA,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
334,334,HR02,HARYANA,Jagadhri,JAGADHRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
335,335,HR02      ,HARYANA,Yamuna Nagar,YAMUNA NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
336,336,HR03,HARYANA,Panchkula,PANCHKULA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
337,337,HR04,HARYANA,Naraigarh,NARAIGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
338,338,HR05,HARYANA,Karnal,KARNAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
339,339,HR06,HARYANA,Panipat,PANIPAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
340,340,HR07,HARYANA,Kurukshetra,KURUKSHETRA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
341,341,HR08,HARYANA,Kaithal,KAITHAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
342,342,HR09,HARYANA,Gulah,GULAH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
343,343,HR10,HARYANA,Sonepat,SONEPAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
344,344,HR11,HARYANA,Gohana,GOHANA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
345,345,HR12,HARYANA,Rohtak,ROHTAK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
346,346,HR13,HARYANA,Bahadurgarh,BAHADURGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
347,347,HR14,HARYANA,Jhajjar,JHAJJIR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
348,348,HR15,HARYANA,Meham,MEHAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
349,349,HR16,HARYANA,Bhiwani,BHIWANI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
350,350,HR17,HARYANA,Siwani,SIWANI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
351,351,HR18,HARYANA,Loharu,LOHARU,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
352,352,HR19,HARYANA,Charkhi Dadri,CHARKHI DADRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
353,353,HR20,HARYANA,Hisar,HISAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
354,354,HR21,HARYANA,Hansi,HANSI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
355,355,HR22,HARYANA,Fatehabad,FATEHABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
356,356,HR23,HARYANA,Tohana,TOHANA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
357,357,HR24,HARYANA,Sirsa,SIRSA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
358,358,HR25,HARYANA,Dabwali,DABWALI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
359,359,HR26,HARYANA,Gurgaon,GURGAON,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
360,360,HR27,HARYANA,NUH HISAR,NUH / HISAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
361,361,HR28,HARYANA,Ferozepur Zhirka,FEROZEPUR ZHIRKA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
362,362,HR29,HARYANA,Ballabgarh,BALLABGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
363,363,HR30,HARYANA,Palwal,PALWAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
364,364,HR31,HARYANA,Jind,JIND,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
365,365,HR32,HARYANA,Narwana,NARWANA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
366,366,HR33,HARYANA,Safidon,SAFIDON,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
367,367,HR34,HARYANA,Mohindergarh,MOHINDERGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
368,368,HR35,HARYANA,Narnaul,NARNAUL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
369,369,HR36,HARYANA,Rewari,REWARI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
370,370,HR37,HARYANA,AMBALA COMMERCIAL VEHICLES,AMBALA COMMERCIAL VEHICLES,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
371,371,HR38,HARYANA,Faridabad,FARIDABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
372,372,HR39,HARYANA,Hisar,HISAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
373,373,HR40,HARYANA,Assandh,ASSANDH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
374,374,HR41,HARYANA,Pehowa,PEHOWA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
375,375,HR42,HARYANA,Ganaur,GANAUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
376,376,HR43,HARYANA,Kosli,KOSLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
377,377,HR44,HARYANA,Ellanabad,ELLANABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
378,378,HR45,HARYANA,Ellanabad,ELLANABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
379,379,HR46,HARYANA,Rohtak,ROHTAK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
380,380,HR47,HARYANA,Rewari,REWARI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
381,381,HR48,HARYANA,Tobhama,TOBHAMA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
382,382,HR49,HARYANA,Kalka,KALKA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
383,383,HR50,HARYANA,Hodal,HODAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
384,384,HR51,HARYANA,Faridabad,FARIDABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
385,385,HR52,UTTAR PRADESH,HATIN,HATIN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
386,386,HR53,HARYANA,Adampur,ADAMPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
387,387,HR54,HARYANA,Borara,BORARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
388,388,HR55,HARYANA,Gurgaon,GURGAON,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
389,389,HR56,HARYANA,JIND,JIND,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
390,390,HR57,HARYANA,SIRSA COMMERCIAL VEHICLES ONLY,SIRSA COMMERCIAL VEHICLES ONLY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
391,391,HR58,HARYANA,Sant Kabir Nagar,SANT KABIR NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
392,392,HR59,HARYANA,JAGADHARI,JAGADHARI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
393,393,HR60,HARYANA,SAMALKHA,SAMALKHA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
394,394,HR61,HARYANA,BHIWANI,BHIWANI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
395,395,HR62,HARYANA,FATEHABAD,FATEHABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
396,396,HR63,HARYANA,Bahadurgarh,BAHADURGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
397,397,HR64,HARYANA,KAITHAL,KAITHAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
398,398,HR65,HARYANA,KURUKSHETRA,KURUKSHETRA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
399,399,HR66,HARYANA,NARNAUL,NARNAUL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
400,400,HR67,HARYANA,Panipat,PANIPAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
401,401,HR68,HARYANA,Panchkula,PANCHKULA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
402,402,HR69,HARYANA,Sonipat,SONIPAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
403,403,HR70,HARYANA,Panchaula,PANCHKULA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
404,404,HR71,HARYANA,YAMUNA NAGAR,YAMUNA NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
405,405,HR72,Harayana,GURGAON SOUTH,GURGAON SOUTH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
406,406,HR73,HARYANA,PALWAL,PALWAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
407,407,HR74,HARYANA,Nuh,NUH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
408,408,HR75,HARYANA,KARNAL,KARNAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
409,409,HR76,HARYANA,PATAUDI,PATAUDI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
410,410,HR77,HARYANA,JHAJJAR,JHAJJAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
411,411,HR78,HARYANA,Shahabad Markanda,Shahabad Markanda,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
412,412,HR79,HARYANA,Kharkhoda,KHARKHODA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
413,413,HR80,HARYANA,BARWALA,BARWALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
414,414,HR81,HARYANA,Bawal,BAWAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
415,415,HR82,HARYANA,KANINA,KANINA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
416,416,HR86,HARYANA,Sonipat,SONIPAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
417,417,HR88,HARYANA,Kundli,KUNDLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
418,418,JH01,JHARKHAND,Ranchi,RANCHI,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
419,419,JH02,JHARKHAND,Hazaribagh,HAZARIBAGH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
420,420,JH03,JHARKHAND,Daltonganj,DALTONGANJ,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
421,421,JH04,JHARKHAND,Dumka,Not available,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
422,422,JH05,JHARKHAND,Jamshedpur,JEMSHEDPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
423,423,JH06,JHARKHAND,Giridih,GIRIDIH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
424,424,JH07,JHARKHAND,Dhir,Dhir,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
425,425,JH08,JHARKHAND,Lohardaga,LOHARDAGA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
426,426,JH09,JHARKHAND,Bokaro,BOKARO,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
427,427,JH10,JHARKHAND,Dhanbad,DHANBAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
428,428,JH11,JHARKHAND,Giridih,GIRIDIH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
429,429,JH12,JHARKHAND,Koderma,KODERMA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
430,430,JH13,JHARKHAND,Chatra,CHATRA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
431,431,JH14,JHARKHAND,Gumla,GUMLA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
432,432,JH15,JHARKHAND,DEOGHAR,DEOGHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
433,433,JH16,JHARKHAND,Pakur,PAKUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
434,434,JH17,JHARKHAND,Godda,GODDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
435,435,JH18,JHARKHAND,Sahibganj,SAHIBGANJ,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
436,436,JH19,JHARKHAND,LATEHAR,LATEHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
437,437,JH20,JHARKHAND,Simdega,SIMDEGA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
438,438,JH21,JHARKHAND,Jamtara,JAMTARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
439,439,JH22,JHARKHAND,Saraikela-Kharsawan,SARAIKELA-KHARSAWAN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
440,440,JK01,JAMMU and KASHMIR,Srinagar,SRINAGAR,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
441,441,JK02,JAMMU and KASHMIR,Jammu,JAMMU,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
442,442,JK03,JAMMU and KASHMIR,Ananthnag,ANANTHNAG,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
443,443,JK04,JAMMU and KASHMIR,Budgam,BUDGAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
444,444,JK05,JAMMU and KASHMIR,Barmulla,BARMULLA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
445,445,JK06,JAMMU and KASHMIR,DODA,DODA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
446,446,JK07,JAMMU and KASHMIR,Kargil,KARGIL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
447,447,JK08,JAMMU and KASHMIR,Katua,KATUA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
448,448,JK09,JAMMU and KASHMIR,Kupwara,KUPWARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
449,449,JK10,JAMMU and KASHMIR,Leh,LEH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
450,450,JK11,JAMMU and KASHMIR,Rajouri,RAJOURI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
451,451,JK12,JAMMU and KASHMIR,Poonch,POONCH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
452,452,JK13,JAMMU and KASHMIR,Pulwama,PULWAMA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
453,453,JK14,JAMMU and KASHMIR,KISHTWAR,KISHTWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
454,454,JK15,JHARKHAND,BANDIPORA,BANDIPORA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
455,455,JK16,JHARKHAND,GANDERBAL,GANDERBAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
456,456,JK18,JAMMU and KASHMIR,KULGAM,KULGAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
457,457,JK19,JAMMU and KASHMIR,RAMBAN,RAMBAN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
458,458,JK20,JAMMU and KASHMIR,REASI,REASI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
459,459,JK21,JAMMU and KASHMIR,SAMBA,SAMBA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
460,460,JK22,JHARKHAND,SHOPIAN,SHOPIAN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
461,461,JKO6,JAMMU and KASHMIR,Doda,DODA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
462,462,KA01,KARNATAKA,Bangalore Kormangala,KORMANGALA,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
463,463,KA02,KARNATAKA,Bangalore Rajajinagar,RAJAJINAGAR,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
464,464,KA03,KARNATAKA,Bangalore Indiranagar,INDIRANAGAR,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
465,465,KA04,KARNATAKA,Bangalore Yashwanthpur,YESHWANTHPUR,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
466,466,KA05,KARNATAKA,Bangalore Jayanagar,JAYANAGAR,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
467,467,KA06,KARNATAKA,Tumkur,TUMKUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
468,468,KA07,KARNATAKA,Kolar,KOLAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
469,469,KA08,KARNATAKA,KOLAR GOLD,KOLAR GOLD FIELDS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
470,470,KA09,KARNATAKA,Mysore,MYSORE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
471,471,KA10,KARNATAKA,Chamrajnagar,CHAMRAJNAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
472,472,KA11,KARNATAKA,Mandya,MANDYA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
473,473,KA12,KARNATAKA,Madikeri,MADIKERI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
474,474,KA13,KARNATAKA,Hassan,HASSAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
475,475,KA14,KARNATAKA,Shimoga,SHIMOGA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
476,476,KA15,KARNATAKA,Sagar,SAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
477,477,KA16,KARNATAKA,Chitradurga,CHITRADURGA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
478,478,KA17,KARNATAKA,Davangeri,DAVANGERI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
479,479,KA18,KARNATAKA,Chickmangalore,CHICKMANGALORE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
480,480,KA19,KARNATAKA,Mangalore,MANGALORE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
481,481,KA20,KARNATAKA,Udupi,UDUPI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
482,482,KA21,KARNATAKA,Puttur,PUTTUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
483,483,KA22,KARNATAKA,Belgaum,BELGUM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
484,484,KA23,KARNATAKA,Chikkodi,CHIKKODI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
485,485,KA24,KARNATAKA,Bailhongal,BAILHONGAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
486,486,KA25,KARNATAKA,Dharwad,DHARWAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
487,487,KA26,KARNATAKA,Gadag,GADAG,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
488,488,KA27,KARNATAKA,Haveri,HAVERI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
489,489,KA28,KARNATAKA,Bijapur,BIJAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
490,490,KA29,KARNATAKA,Bagalkot,BAGALKOT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
491,491,KA30,KARNATAKA,Karwar,KARWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
492,492,KA31,KARNATAKA,Sirsi,SIRSI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
493,493,KA32,KARNATAKA,Gulbarga,GULBARGA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
494,494,KA33,KARNATAKA,Yadgiri,YADGIRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
495,495,KA34,KARNATAKA,Bellary,BELLARY,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
496,496,KA35,KARNATAKA,Hospet,HOSPET,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
497,497,KA36,KARNATAKA,Raichur,RAICHUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
498,498,KA37,KARNATAKA,Koppal,KOPPAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
499,499,KA38,KARNATAKA,Bidar,BIDAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
500,500,KA39,KARNATAKA,Bhalki,BHALKI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
501,501,KA40,KARNATAKA,Chikkaballapur,CHIKKABALLAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
502,502,KA41,KARNATAKA,Bangalore Jnanabharathi,JNANABHARATHI,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
503,503,KA42,KARNATAKA,Ramangar,RAMANGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
