,Unnamed: 0,RTA_CODE,STATE,RTA_LOC_NAME,LOC_LONG_DESC,PV,TW,A1,A2,A3,A4,C1_a,C1_b,C2,C3,C4,FMV,ADDON1,ADDON2,ADDON3,ADDON4,ADDON5,ADDON6,ADDON7,ADDON8,ADDON9,MARKET_VALUE,C5,A5,A6
698,698,MP21,MADHYA PRADESH,Katni,KATNI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
699,699,MP22,MADHYA PRADESH,Seoni,SEONI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
700,700,MP23,MADHYA PRADESH,RAIPUR,RAIPUR,B,B,B,B,B,B,B,C,B,B,B,B,,,,,,,,,,,C,B,B
701,701,MP24,MADHYA PRADESH,DURG,DURG,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
702,702,MP25,MADHYA PRADESH,Jagadalpur,JAGADALPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
703,703,MP26,MADHYA PRADESH,BILASPUR,BILASPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
704,704,MP27,MADHYA PRADESH,Ambikapur,AMBIKAPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
705,705,MP28,MADHYA PRADESH,Chhindwara,CHHINDWARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
706,706,MP29,MADHYA PRADESH,PANNA,PANNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
707,707,MP30,MADHYA PRADESH,BHIND,BHIND,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
708,708,MP31,MADHYA PRADESH,SHEOPUR,SHEOPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
709,709,MP32,MADHYA PRADESH,DATIA,DATIA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
710,710,MP33,MADHYA PRADESH,SHIVPURI,SHIVPURI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
711,711,MP34,MADHYA PRADESH,Damoh,DAMOH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
712,712,MP35,MADHYA PRADESH,PANNA,PANNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
713,713,MP36,MADHYA PRADESH,TIKAMGARH,TIKAMGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
714,714,MP37,MADHYA PRADESH,Sehore,SEHORE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
715,715,MP38,MADHYA PRADESH,Raisen,RAISEN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
716,716,MP39,MADHYA PRADESH,Jhabua,JHABUA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
717,717,MP40,MADHYA PRADESH,Vidisha,VIDISHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
718,718,MP41,MADHYA PRADESH,Dewas,DEWAS,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
719,719,MP42,MADHYA PRADESH,Shajapur,,,,,,,,,,,,,,,,,,,,,,,,,,
720,720,,SHAJAPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,721,,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C,,,
722,722,MP43,MADHYA PRADESH,Ratlam,RATLAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
723,723,MP44,MADHYA PRADESH,Neemuch,NEEMUCH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
724,724,MP45,MADHYA PRADESH,JHABUA,JHABUA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
725,725,MP46,MADHYA PRADESH,Badwani,BADWANI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
726,726,MP47,MADHYA PRADESH,HARDA,HARDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
727,727,MP48,MADHYA PRADESH,Betul,BETUL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
728,728,MP49,MADHYA PRADESH,Ashok Nagar,ASHOK NAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
729,729,MP50,MADHYA PRADESH,BALAGHAT,BALAGHAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
730,730,MP51,MADHYA PRADESH,Mandla,Mandla,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
731,731,MP52,MADHYA PRADESH,Dindori,Dindori,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
732,732,MP53,MADHYA PRADESH,Sidhi,Sidhi,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
733,733,MP54,MADHYA PRADESH,Umariya,Umariya,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
734,734,MP65,Madhya Pradesh,ANUPPUR,ANUPPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
735,735,MP66,MADHYA PRADESH,SINGRAULI,SINGRAULI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
736,736,MP67,MADHYA PRADESH,ASHOKNAGAR,ASHOKNAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
737,737,MP68,MADHYA PRADESH,Burhanpur,BURHANPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
738,738,MP69,MADHYA PRADESH,Panna,PANNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
739,739,MP70,MADHYA PRADESH,Agar / Malwa,AGAR / MALWA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
740,740,MZ01,MIZORAM,Aizawal,AIZAWAL,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
741,741,MZ02,MIZORAM,Lunglei,LUNGLEI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
742,742,MZ03,MIZORAM,Saiha,SAIHA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
743,743,MZ04,MIZORAM,Champhai,CHAMPHAI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
744,744,MZ05,MIZORAM,Kolasib,KOLASIB,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
745,745,MZ06,MIZORAM,Serchhip,SERCHHIP,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
746,746,MZ07,MIZORAM,Lawngtlai,LAWNGTLAI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
747,747,MZ08,MIZORAM,Mamit,MAMIT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
748,748,NL01,NAGALAND,Kohima,KOHIMA,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
749,749,NL02,NAGALAND,Mokokokchung,MOKOKOKCHUNG,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
750,750,NL03,NAGALAND,Tuensang,TUENSANG,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
751,751,NL04,NAGALAND,Mon,MON,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
752,752,NL05,NAGALAND,Wokha,WOKHA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
753,753,NL06,NAGALAND,Zunheboto,ZUNHEBOTO,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
754,754,NL07,NAGALAND,Dimapur,DIMAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
755,755,NL08,NAGALAND,Phek,PHEK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
756,756,OD01,ORISSA,Balasore,BALASORE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
757,757,OD02,ORISSA,Bhubaneshwar,BHUBANESHWAR,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
758,758,OD03,ORISSA,Bolangir,BOLANGIR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
759,759,OD04,ORISSA,Chandikhole,CHANDIKHOLE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
760,760,OD05,ORISSA,Cuttack,CUTTACK,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
761,761,OD06,ORISSA,Dhenkanal,DHENKANAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
762,762,OD07,ORISSA,Ganjam,GANJAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
763,763,OD08,ORISSA,Kalahandi,KALAHANDI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
764,764,OD09,ORISSA,Keonjhar,KEONJHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,,,
765,765,OD10,ORISSA,Koraput,KORAPUT,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
766,766,OD11,ORISSA,Mayurbhanj,MAYURBHANJ,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
767,767,OD12,ORISSA,Phullbani,PHULLBANI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
768,768,OD13,ORISSA,Puri,PURI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
769,769,OD14,ORISSA,Rourkela,ROURKELA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
770,770,OD15,ORISSA,Sambalpur,SAMBALPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
771,771,OD16,ORISSA,Sundergarh,SUNDERGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
772,772,OD17,ORISSA,Baragarh,BARAGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
773,773,OD18,ORISSA,Rayagada,RAYAGADA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
774,774,OD19,ORISSA,Angul,ANGUL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
775,775,OD20,ORISSA,Gajapati,GAJAPATI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
776,776,OD21,ORISSA,Jagatsinghpur,JAGATSINGHPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
777,777,OD22,ORISSA,Bhadrak,BHADRAK,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
778,778,OD23,ORISSA,Jharsuguda,JHARSUGUDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
779,779,OD24,ORISSA,Nabarangpur,NABARANGPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
780,780,OD25,ORISSA,Nayagarh,NAYAGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
781,781,OD26,ORISSA,Nuapada,NUAPADA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
782,782,OD27,ORISSA,Boudh,BOUDH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
783,783,OD28,ORISSA,Debagarh,DEBAGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
784,784,OD29,ORISSA,Kendarapara,KENDARAPARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
785,785,OD30,ORISSA,Malkangiri,MALKANGIRI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
786,786,OD31,ORISSA,Sonepur,SONEPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
787,787,OD32,ORISSA,Bhanjanagar,BHANJANAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
788,788,OD33,ORISSA,Bhubaneswar-II,Bhubaneswar-II,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
789,789,OD34,ORISSA,JAJPUR,JAJPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
790,790,OD35,ORISSA,Talcher,TALCHER,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
791,791,OR01,ORISSA,Balasore,BALASORE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
792,792,OR02,ORISSA,Bhubaneshwar,BHUBANESHWAR,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
793,793,OR03,ORISSA,Bolangir,BOLANGIR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
794,794,OR04,ORISSA,Chandikhole,CHANDIKHOLE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
795,795,OR05,ORISSA,Cuttack,CUTTACK,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
796,796,OR06,ORISSA,Dhenkanal,DHENKANAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
797,797,OR07,ORISSA,Ganjam,GANJAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
798,798,OR08,ORISSA,Kalahandi,KALAHANDI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
799,799,OR09,ORISSA,Keonjhar,KEONJHAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
800,800,OR10,ORISSA,Koraput,KORAPUT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
801,801,OR11,ORISSA,Mayurbhanj,MAYURBHANJ,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
802,802,OR12,ORISSA,Phullbani,PHULLBANI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
803,803,OR13,ORISSA,Puri,PURI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
804,804,OR14,ORISSA,Rourkela,ROURKELA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
805,805,OR15,ORISSA,Sambalpur,SAMBALPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
806,806,OR16,ORISSA,Sundergarh,SUNDERGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
807,807,OR17,ORISSA,Baragarh,BARAGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
808,808,OR18,ORISSA,Rayagada,RAYAGADA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
809,809,OR19,ORISSA,Angul,ANGUL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
810,810,OR20,ORISSA,Gajapati,GAJAPATI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
811,811,OR21,ORISSA,Jagatsinghpur,JAGATSINGHPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
812,812,OR22,ORISSA,Bhadrak,BHADRAK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
813,813,OR23,ORISSA,Jharsuguda,JHARSUGUDA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
814,814,OR24,ORISSA,Nabarangpur,NABARANGPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
815,815,OR25,ORISSA,Nayagarh,NAYAGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
816,816,OR26,ORISSA,Nuapada,NUAPADA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
817,817,OR27,ORISSA,Boudh,BOUDH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
818,818,OR28,ORISSA,Debagarh,DEBAGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
819,819,OR29,ORISSA,Kendarapara,KENDARAPARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
820,820,OR30,ORISSA,Malkangiri,MALKANGIRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
821,821,OR31,ORISSA,Sonepur,SONEPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
822,822,PB01,HARYANA,Chandigarh,CHANDIGARH,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
823,823,PB02,PUNJAB,Amritsar,AMRITSAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
824,824,PB03,PUNJAB,Bathinda,BATHINDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
825,825,PB04,PUNJAB,Faridkot,FARIDKOT,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
826,826,PB05,PUNJAB,Ferozepur,FEROZEPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
827,827,PB06,PUNJAB,Gurdaspur,GURDASPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
828,828,PB07,PUNJAB,Hoshiarpur,HOSHIARPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
829,829,PB08,PUNJAB,Jalandhar,JALANDHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
830,830,PB09,PUNJAB,Kapurthala,KAPURTHALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
831,831,PB10,PUNJAB,Ludhiana,LUDHIANA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
832,832,PB11,PUNJAB,Patiala,PATIALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
833,833,PB12,PUNJAB,Ropar,ROPAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
834,834,PB13,PUNJAB,Sangrur,SANGRUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
835,835,PB14,PUNJAB,Ajnala,AJNALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
836,836,PB15,PUNJAB,Abohar,ABOHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
837,837,PB16,PUNJAB,Anandpur Sahib,ANANDPUR SAHIB,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
838,838,PB17,PUNJAB,Baba Bakala,BABA BAKALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
839,839,PB18,PUNJAB,Batala,BATALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
840,840,PB19,PUNJAB,Barnala,BARNALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
841,841,PB20,PUNJAB,Balachaur,BALACHAUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
842,842,PB21,PUNJAB,Dasuya,DASUYA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
843,843,PB22,PUNJAB,Fazika,FAZIKA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
844,844,PB23,PUNJAB,Ludhiana,LUDHIANA,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
845,845,PB24,PUNJAB,Garhshankar,GARHSHANKAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
846,846,PB25,PUNJAB,Jagraon,JAGRAON,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
847,847,PB26,PUNJAB,Khanna,KHANNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
848,848,PB27,PUNJAB,Kharar,KHARAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
849,849,PB28,PUNJAB,Malerkotla,MALERKOTLA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
850,850,PB29,PUNJAB,Moga,MOGA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
851,851,PB30,PUNJAB,Muktsar,MUKTSAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
852,852,PB31,PUNJAB,Mansa,MANSA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
853,853,PB32,PUNJAB,Nawanshahr,NAWANSHAHR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
854,854,PB33,PUNJAB,Nakodar,NAKODAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
855,855,PB34,PUNJAB,Nabha,NABHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
856,856,PB35,PUNJAB,Pathankot,PATHANKOT,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
857,857,PB36,PUNJAB,Phagwara,PHAGWARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
858,858,PB37,PUNJAB,Phillaur,PHILLAUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
859,859,PB38,PUNJAB,Patti,PATTI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
860,860,PB39,PUNJAB,Rajpura,RAJPURA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
861,861,PB40,PUNJAB,Rampura Phul,RAMPURA PHUL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
862,862,PB41,PUNJAB,Sultanpur Lodhi,SULTANPUR LODHI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
863,863,PB42,PUNJAB,Samana,SAMANA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
864,864,PB43,PUNJAB,Samrala,SAMRALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
865,865,PB44,PUNJAB,Sunam,SUNAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
866,866,PB45,PUNJAB,Talwandi Sabo,TALWANDI SABO,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
867,867,PB46,PUNJAB,Tarn Taran,TARN TARAN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
868,868,PB47,PUNJAB,Zira,ZIRA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
869,869,PB48,PUNJAB,Amloh,AMLOH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
870,870,PB49,PUNJAB,Khamono,KHAMONO,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
871,871,PB50,PUNJAB,Budhlada,BUDHLADA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
872,872,PB51,PUNJAB,Jhunir Sardulgarh,JHUNIR / SARDULGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
873,873,PB52,PUNJAB,Bassi Pathana,BASSI PATHANA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
874,874,PB53,PUNJAB,Malout,MALOUT,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
875,875,PB54,PUNJAB,Mukerian,MUKERIAN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
876,876,PB55,PUNJAB,Payal,PAYAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
877,877,PB56,PUNJAB,Raikot,RAIKOT,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
878,878,PB57,PUNJAB,Bhulath,BHULATH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
879,879,PB58,PUNJAB,Dera Babu Nanak,DERA BABU NANAK,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
880,880,PB59,PUNJAB,Dhuri,DHURI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
881,881,PB60,PUNJAB,Gidderbaha,GIDDERBAHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
882,882,PB61,PUNJAB,Jalalabad,JALALABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
883,883,PB62,PUNJAB,Jaitu,JAITU,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
884,884,PB63,PUNJAB,Khadoor Sahib,KHADOOR SAHIB,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
885,885,PB64,PUNJAB,Moonak,MOONAK,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
886,886,PB65,PUNJAB,Mohali,MOHALI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
887,887,PB66,PUNJAB,Nihal Sing Wala,NIHAL SING WALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
888,888,PB67,PUNJAB,Shahkot,SHAHKOT,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
889,889,PB68,PUNJAB,Dhar,DHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
890,890,PB69,PUNJAB,Bagha Purana,BAGHA PURANA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
891,891,PB70,PUNJAB,Dera Bassi,DERA BASSI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
892,892,PB71,PUNJAB,ROPAR,ROPAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
893,893,PB72,PUNJAB,Pattran (Patiala East),PATTRAN (PATIALA EAST),B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
894,894,PB73,Punjab,Tappa Mandi,TAPPA MANDI,B,B,C,C,C,C,B,C,C,C,C,C,,,,,,,,,,,C,C,C
895,895,PB74,PUNJAB,NANGAL,NANGAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
896,896,PB75,PUNJAB,LEHRA,LEHRA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
