,Unnamed: 0,ITEM_CODE,MANUFACTURE,PRODUCT_TYPE,MODEL,VARIANT,EX_SHOWROOM_PRICE,CC,SEATING_CAPACITY,FUEL,TONNAGE,SEGMENT,STATE_DESC,STATE_CODE,UNIQUE_ID,IBB_CODE,IIB_TAC_CODE,BODY_TYPE,CREATED_BY,CREATED_ON,LAST_MODIFIED_BY,LAST_MODIFIED_ON
501,27509,ROY001,ROYAL ENFIELD,FTW,THUNDERBIRD,TWINSPARK,112210,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.537,,
502,27510,ROY001,ROYAL ENFIELD,FTW,CLASSIC,500,168500,499,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.537,,
503,27511,ROY001,ROYAL ENFIELD,FTW,CLASSIC,DESERT STORM,198635,500,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.537,,
504,27512,HON375,HONDA MOTORS,FTW,LIVO,110 CBF G ID,51158,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.397,,
505,27513,HON376,HONDA MOTORS,FTW,LIVO,110 CBF G,48974,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
506,27514,HON402,HONDA MOTORS,FTW,CB HORNET,160 CBS,86479,160,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
507,27515,HON453,HONDA MOTORS,FTW,CD,110 DX,46197,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
508,27516,HON377,HONDA MOTORS,FTW,LIVO,DLX,56836,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
509,27517,HON383,HONDA MOTORS,FTW,SHINE,CB 125 SP,57609,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
510,27518,HON456,HONDA MOTORS,FTW,SHINE,CB CBS,54052,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
511,27519,HON396,HONDA MOTORS,FTW,SHINE,CB SP DISC,55337,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
512,27520,HON368,HONDA MOTORS,FTW,LIVO,110 DRUM SELF,55942,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.400,,
513,27521,HON369,HONDA MOTORS,FTW,LIVO,110 DISC SELF,58442,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.403,,
514,27522,HON400,HONDA MOTORS,FTW,SHINE,CB SP CBS,57034,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.410,,
515,27523,HON397,HONDA MOTORS,FTW,SHINE,CB SP DR,53216,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
516,27524,HON394,HONDA MOTORS,FTW,CB HORNET,160R,84469,162,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
517,27525,HON398,HONDA MOTORS,FTW,SHINE,CB 125 SP CBF,55770,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
518,27526,HON402,HONDA MOTORS,FTW,SHINE,SP DR ES,60873,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
519,27527,HON403,HONDA MOTORS,FTW,SHINE,SP DISC ES,63415,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
520,27528,HON404,HONDA MOTORS,FTW,SHINE,SP CBF125,53531,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
521,27529,HON401,HONDA MOTORS,FTW,CBX250,TWISTER,150000,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
522,27530,HON457,HONDA MOTORS,FTW,NAVI,SELF,34933,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.417,,
523,27531,HON351,HONDA MOTORS,FTW,ACTIVA,HET,47920,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.420,,
524,27532,HON362,HONDA MOTORS,FTW,SHINE,CB 125 ID,58842,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.420,,
525,27533,HON363,HONDA MOTORS,FTW,SHINE,CB 125 2ID,61696,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.420,,
526,27534,HON364,HONDA MOTORS,FTW,SHINE,CB 125 3ID,64881,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.420,,
527,27535,HON273,HONDA MOTORS,FTW,ACTIVA,110 CC,53921,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.450,,
528,27536,HON274,HONDA MOTORS,FTW,STUNNER,CBF KS,56180,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.450,,
529,27537,HON275,HONDA MOTORS,FTW,STUNNER,CBF Fi,68682,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.450,,
530,27538,HON276,HONDA MOTORS,FTW,STUNNER,CBF ES,58300,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.450,,
531,27539,HON277,HONDA MOTORS,FTW,CBFSTUNNER,SELF-DISC-ALLOY,61391,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.450,,
