,Unnamed: 0,ITEM_CODE,MANUFACTURE,PRODUCT_TYPE,MODEL,VARIANT,EX_SHOWROOM_PRICE,CC,SEATING_CAPACITY,FUEL,TONNAGE,SEGMENT,STATE_DESC,STATE_CODE,UNIQUE_ID,IBB_CODE,IIB_TAC_CODE,BODY_TYPE,CREATED_BY,CREATED_ON,LAST_MODIFIED_BY,LAST_MODIFIED_ON
0,17284,HER001,HERO HONDA,FTW,CBM,DISC SELF(RED WHEELS),58325,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.343,,
1,17285,HER001,HERO HONDA,FTW,HUNK,DSS( RED WHEELS),57538,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
2,17286,HER001,HERO HONDA,FTW,CDDLX,DRUM KICK SPOKE,36673,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
3,17287,HER001,HERO HONDA,FTW,CDDLX,DRUM KICK CAST,37884,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
4,17288,HER001,HERO HONDA,FTW,CDDLX,SELF SPOKE,38792,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
5,17289,HER001,HERO HONDA,FTW,SPLENDORPRO,SELF SPOK (N),43433,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
6,17290,HER001,HERO HONDA,FTW,SPLENDORPRO,KICK SPO (N),41415,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
7,17291,HER001,HERO HONDA,FTW,SPLENDORPRO,KICK CAST (N),42424,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
8,17292,HER001,HERO HONDA,FTW,SPLENDORPRO,KICK PRO (N),41000,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
9,17293,HER001,HERO HONDA,FTW,SPLENDOR,SPLENDOR + DRUM,40650,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.347,,
10,17294,HER326,HERO MOTOR CORP,FTW,ACHIVER,150 DS,62800,149,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
11,17295,HER236,HERO MOTOR CORP,FTW,PASSION,X PRO DRUM KICK CAST,52025,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
12,17296,HER236,HERO MOTOR CORP,FTW,PASSION,X PRO DRUM SELF SPOKE,53025,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
13,17297,HER236,HERO MOTOR CORP,FTW,PASSION,X PRO DRUM SELF CAST,54125,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
14,17298,HER236,HERO MOTOR CORP,FTW,PASSION,X PRO DRUM DISC SELF,52297,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
15,17299,HER236,HERO MOTOR CORP,FTW,XTREME,Disk Self,68200,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
16,17300,HER236,HERO MOTOR CORP,FTW,XTREME,Rear Disk,73929,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
17,17301,HER327,HERO MOTOR CORP,FTW,PASSIONPRO,TR,56278,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
18,17302,HER314,HERO MOTOR CORP,FTW,MAESTRO,EDGE VX DRS,50399,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
19,17303,HER315,HERO MOTOR CORP,FTW,MAESTRO,EDGE LX DRS,44936,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.350,,
20,17304,HER316,HERO MOTOR CORP,FTW,DUET,LX,47000,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
21,17305,HER317,HERO MOTOR CORP,FTW,DUET,VX,48500,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
22,17306,HER319,HERO MOTOR CORP,FTW,XTREME,SPORTS,69687,149,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
23,17307,HER287,HERO MOTOR CORP,FTW,SPLENDOR,NXG SELF CAST,47378,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
24,17308,HER289,HERO MOTOR CORP,FTW,SPLENDOR,PRO SELF CAST,49006,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
25,17309,HER290,HERO MOTOR CORP,FTW,GLAMOUR,DRS,54976,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
26,19623,HON250,HONDA MOTORS,FTW,SHINE,STD,49820,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.440,,
27,19624,HON291,HONDA MOTORS,FTW,SHINE,CB SELF DRUM,58650,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.453,,
28,19625,HON306,HONDA MOTORS,FTW,CBTWISTER,SELF DISC ALLOY,57288,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
29,19626,HON318,HONDA MOTORS,FTW,DREAM NEO,SPOKE DRUM ALLOY,49853,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
30,19627,HON468,HONDA MOTORS,FTW,CLICK,150 I,89900,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
31,25243,HER291,HERO MOTOR CORP,FTW,GLAMOUR,DSS,56976,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
32,25244,HER273,HERO MOTOR CORP,FTW,SUPERSPLENDER,ALLOY SELF,51150,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
33,25245,HER274,HERO MOTOR CORP,FTW,SUPERSPLENDER,SPOKE SELF,49224,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.353,,
34,25246,HER279,HERO MOTOR CORP,FTW,PASSION,X PRO DRUM KICK SPOKE,51125,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
35,25247,HER280,HERO MOTOR CORP,FTW,GLAMOUR,ALLOY DISC,55523,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
36,26713,HER281,HERO MOTOR CORP,FTW,GLAMOUR,ALLOY DRUM,53525,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
37,26714,HER282,HERO MOTOR CORP,FTW,KARIZAMA,R,80100,225,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
38,26715,HER283,HERO MOTOR CORP,FTW,PLEASURE,SELF START,43100,102,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
39,26716,HER255,HERO MOTOR CORP,FTW,XTREME,REAR DRUM,70829,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
40,26717,HER294,HERO MOTOR CORP,FTW,PASSION,PRO KS,46850,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
41,26718,HER295,HERO MOTOR CORP,FTW,PASSION,PRO ES,47850,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.357,,
42,26719,HER296,HERO MOTOR CORP,FTW,PASSION,PRO ES DRUM BRAKE,48700,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
43,26720,HER297,HERO MOTOR CORP,FTW,PASSION,PRO ES DISC BRAKE,50550,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
44,26721,HER298,HERO MOTOR CORP,FTW,PASSION,PRO TR,51550,98,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
45,26722,HER292,HERO MOTOR CORP,FTW,MAESTRO,STD,50313,109,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
46,26723,HER001,HERO MOTOR CORP,FTW,IGNITOR,125 CC,57900,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
47,26724,HER001,HERO MOTOR CORP,FTW,IMPULSE,STD,72669,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
48,26725,HER258,HERO MOTOR CORP,FTW,HF DLX,CAST SELF,47118,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
49,26726,HER257,HERO MOTOR CORP,FTW,CBZ,XTREME,70774,156,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
50,26727,HER260,HERO MOTOR CORP,FTW,HF DLX,ALLOY KICK START,43000,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
51,26728,HER261,HERO MOTOR CORP,FTW,HF DLX,ALLOY SELF START,43064,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
52,26729,HER262,HERO MOTOR CORP,FTW,HF DLX,SPOKE SELF START,42100,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.360,,
53,26730,HER263,HERO MOTOR CORP,FTW,HF DLX,SPOKE KICK START,39750,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
54,26731,HER264,HERO MOTOR CORP,FTW,HF DLX,ECO,50500,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
55,26732,HER286,HERO MOTOR CORP,FTW,HF DLX,DRS CCR,43756,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
56,26733,HER285,HERO MOTOR CORP,FTW,XTREME,DDS CCR,81000,149,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
57,26734,HER245,HERO MOTOR CORP,FTW,HF DLX,DRUM SELF SPOKE,42187,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
58,26735,HER247,HERO MOTOR CORP,FTW,PASSION,X-Pro DRS,54710,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
59,26736,HER248,HERO MOTOR CORP,FTW,IGNITOR,DRS,59336,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
60,26737,HER249,HERO MOTOR CORP,FTW,IGNITOR,DSS,61372,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.363,,
61,26738,HER250,HERO MOTOR CORP,FTW,CDDELUXE,SPOKE,39000,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
62,26739,HER251,HERO MOTOR CORP,FTW,CDDELUXE,CAST,40750,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
63,26740,HER252,HERO MOTOR CORP,FTW,CDDELUXE,CAST SELF,42250,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
64,26741,HER253,HERO MOTOR CORP,FTW,CBZ,XTREME DSS,67326,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
65,26742,HER254,HERO MOTOR CORP,FTW,CBZ,XTREME DDS,70275,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
66,26743,HER246,HERO MOTOR CORP,FTW,PASSION,X-Pro DSS,51800,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
67,26744,HER256,HERO MOTOR CORP,FTW,GLAMOUR,DRUM SELF,55087,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.367,,
68,26745,HER265,HERO MOTOR CORP,FTW,HUNK,DISC,70125,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
69,26746,HER266,HERO MOTOR CORP,FTW,HUNK,DRUM,67125,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
70,26747,HER260,HERO MOTOR CORP,FTW,HF DLX,ALLOY KICK,43000,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
71,26748,HER261,HERO MOTOR CORP,FTW,HF DLX,ALLOY SELF,43064,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
72,26749,BAJ729,BAJAJ,FTW,DOMINAR 400,STANDARD,137340,373,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.277,,
73,26750,HER262,HERO MOTOR CORP,FTW,HF DLX,SPOKE SELF,43550,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
74,26751,HON255,HONDA MOTORS,FTW,ETERNO,STD,45580,148,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
75,26752,HON257,HONDA MOTORS,FTW,TWISTER,SS,47095,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
76,26753,HON260,HONDA MOTORS,FTW,ACTIVA,DLX,51444,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
77,26754,HON262,HONDA MOTORS,FTW,UNICORN,STD,64245,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
78,26755,HON263,HONDA MOTORS,FTW,STUNNER,STD,54097,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
79,26756,HON264,HONDA MOTORS,FTW,TWISTER,DISC,51698,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
80,26757,HON265,HONDA MOTORS,FTW,SHINE,ETERNO,36160,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.443,,
81,26758,HON266,HONDA MOTORS,FTW,AVIATOR,DRUM,54135,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.447,,
82,26759,HON267,HONDA MOTORS,FTW,AVIATOR,DISC,59627,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.447,,
83,26760,HON269,HONDA MOTORS,FTW,CBR250R,STD,164554,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.447,,
84,26761,HON270,HONDA MOTORS,FTW,CBR250R,ABS,194727,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.447,,
85,26762,HON271,HONDA MOTORS,FTW,DIO,KICK-DRUM,35361,124,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.447,,
86,26763,HER263,HERO MOTOR CORP,FTW,HF DLX,SPOKE KICK,39750,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
87,26764,HER257,HERO MOTOR CORP,FTW,HF DAWN,KS,40070,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
88,26765,HER230,HERO MOTOR CORP,FTW,CDDAWN,STD.,39970,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
89,26766,HER231,HERO MOTOR CORP,FTW,CDDELUXE,STD,50000,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
90,26767,HER235,HERO MOTOR CORP,FTW,SUPERSPLENDER,STD,53026,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
91,26768,HER236,HERO MOTOR CORP,FTW,PASSION,PRO,52400,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
92,26769,HER237,HERO MOTOR CORP,FTW,GLAMOUR,STD,53386,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.370,,
93,26770,HER238,HERO MOTOR CORP,FTW,GLAMOUR,FI STD,64527,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
94,26771,HER239,HERO MOTOR CORP,FTW,ACHIVER,STD,60100,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
95,26772,HER240,HERO MOTOR CORP,FTW,CBZ,STD,70278,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
96,26773,HER241,HERO MOTOR CORP,FTW,PLEASURE,STD,44986,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
97,26774,HER242,HERO MOTOR CORP,FTW,HUNK,STD,71244,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
98,26775,HER243,HERO MOTOR CORP,FTW,KARIZAMA,STD,80040,225,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
99,26776,HER244,HERO MOTOR CORP,FTW,KARIZAMA,ZMR,107100,225,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
100,26777,HER341,HERO MOTOR CORP,FTW,MAESTRO,EDGE ZX DRS,41919,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.373,,
101,26778,BAJ730,BAJAJ,FTW,DOMINAR 400,ABS,151199,373,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
102,26779,BAJ683,BAJAJ,FTW,DISCOVER,150 F DISC,63292,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
103,26780,BAJ682,BAJAJ,FTW,DISCOVER,150 F DRUM,60473,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
104,26781,BAJ136,BAJAJ,FTW,XCD,XCD-ES W/O SG/LG,41964,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
105,26782,BAJ688,BAJAJ,FTW,PLATINA,100 CC ES,46203,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
106,26783,BAJ687,BAJAJ,FTW,PULSAR,150 CC ES,71677,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
107,26784,BAJ136,BAJAJ,FTW,PULSAR,150 CC,77133,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
108,26785,BAJ138,BAJAJ,FTW,XCD,DRUM 135 CC,45580,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
109,26786,BAJ139,BAJAJ,FTW,PULSAR,200 CC,64660,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
110,26787,BAJ140,BAJAJ,FTW,PULSAR,220 CC,79277,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
111,26788,BAJ141,BAJAJ,FTW,DISCOVER,100 CC,43460,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
112,26789,BAJ142,BAJAJ,FTW,DISCOVER,125 CC,44520,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.280,,
113,26790,BAJ143,BAJAJ,FTW,AVENGER,200 CC,68900,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
114,26791,BAJ144,BAJAJ,FTW,PULSAR,180 CC,80724,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
115,26792,BAJ145,BAJAJ,FTW,DISCOVER,DRUM 135 CC,48760,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
116,26793,BAJ146,BAJAJ,FTW,DISCOVER,DISC 135 CC,50880,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
117,26794,BAJ147,BAJAJ,FTW,KRISTAL,STD,36040,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
118,26795,BAJ148,BAJAJ,FTW,KRISTAL,DTSI,38160,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
119,26796,BAJ149,BAJAJ,FTW,KRISTAL,ES,36570,95,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
120,26797,BAJ150,BAJAJ,FTW,KRISTAL,GF 01,38160,95,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
121,26798,BAJ136,BAJAJ,FTW,DISCOVER,150 CC,51312,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.283,,
122,26799,BAJ136,BAJAJ,FTW,BOXER,AT,35000,99,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
123,26800,BAJ674,BAJAJ,FTW,DISCOVER,125 M DISC,56162,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
124,26801,BAJ650,BAJAJ,FTW,DISCOVER,100 R DR ES,54983,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
125,26802,BAJ651,BAJAJ,FTW,DISCOVER,100 T,56185,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
126,26803,BAJ684,BAJAJ,FTW,DISCOVER,100 T DRUM,53102,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
127,26804,BAJ136,BAJAJ,FTW,M 80,STD,25000,70,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
128,26805,BAJ136,BAJAJ,FTW,CT,100,35000,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
129,26806,BAJ137,BAJAJ,FTW,AVENGER,180CC,59500,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
130,26807,BAJ136,BAJAJ,FTW,PLATINA,STD,45335,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.287,,
131,26808,BAJ668,BAJAJ,FTW,DISCOVER,5G 100CC,50598,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
132,26809,BAJ675,BAJAJ,FTW,PULSAR,200 4V R DISC,87491,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
133,26810,HON293,HONDA MOTORS,FTW,CBTWISTER,SELF DRUM,51026,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
134,26811,HON308,HONDA MOTORS,FTW,CBR150,STD,127330,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
135,26812,HON338,HONDA MOTORS,FTW,ACTIVA,DISC 125,58196,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
136,26813,HON469,HONDA MOTORS,FTW,DASH,STD,65200,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
137,26814,BAJ680,BAJAJ,FTW,DISCOVER,150 F,62697,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
138,26815,BAJ136,BAJAJ,FTW,DISCOVER,135 ES,54706,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
139,26816,BAJ136,BAJAJ,FTW,DISCOVER,135 KS,50880,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
140,26817,BAJ136,BAJAJ,FTW,PULSAR,135 CC,67982,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
141,26818,BAJ001,BAJAJ,FTW,DISCOVER,H DISC 150,52000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
142,26819,BAJ001,BAJAJ,FTW,BOXER,BM 150,43100,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
143,26820,BAJ672,BAJAJ,FTW,DISCOVER,125 M DRUM,53113,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
144,26821,BAJ673,BAJAJ,FTW,DISCOVER,100 M DRUM,51077,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
145,26822,BAJ678,BAJAJ,FTW,DISCOVER,150 S DISC,58844,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.290,,
146,26823,BAJ679,BAJAJ,FTW,DISCOVER,150 S DRUM,55677,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
147,26824,BAJ136,BAJAJ,FTW,PLATINA,100 CC,41732,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
148,26825,BAJ136,BAJAJ,FTW,PLATINA,125 CC,43460,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
149,26826,BAJ136,BAJAJ,FTW,XCD,125 CC ES,44520,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
150,26827,BAJ136,BAJAJ,FTW,XCD,DISC 135 CC,47700,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
151,26828,BAJ136,BAJAJ,FTW,PULSAR,150 CC UG,65197,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
152,26829,BAJ136,BAJAJ,FTW,PULSAR,180 CC UG,73267,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
153,26830,BAJ136,BAJAJ,FTW,PLATINA,ALLOY WHEELS,41213,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
154,26831,BAJ136,BAJAJ,FTW,AVENGER,220 CC,89347,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.293,,
155,26832,BAJ001,BAJAJ,FTW,BOXER,150 CC,42873,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
156,26833,BAJ136,BAJAJ,FTW,DISCOVER,100CC ES,45145,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
157,26834,BAJ136,BAJAJ,FTW,DISCOVER,100CC KS,42102,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
158,26835,BAJ136,BAJAJ,FTW,DISCOVER,125 ES DRUM,52779,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
159,26836,BAJ136,BAJAJ,FTW,DISCOVER,125 ES DISC,55018,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
160,26837,BAJ136,BAJAJ,FTW,DISCOVER,100 ES SPOKE WH,42660,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
161,26838,BAJ136,BAJAJ,FTW,DISCOVER,125 DRUM KS,44164,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
162,26839,BAJ136,BAJAJ,FTW,DISCOVER,150 ES DISC,51312,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
163,26840,BAJ136,BAJAJ,FTW,DISCOVER,100-KS SPOKE WH,40623,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.297,,
164,26841,HON460,HONDA MOTORS,FTW,ACTIVA,ALLOY DRUM,65737,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
165,26842,HON467,HONDA MOTORS,FTW,CLICK,125 I,87900,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
